epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,0.7675951718403368,0.7496813772258951,0.7450823761022664,0.7496813772258951,0.7452735462713919,0.7360281357992263,0.761852380952381,0.7603865248200057,0.761852380952381,0.7557163183441021
2,0.6586371265400026,0.7835038607182252,0.7797726089694558,0.7835038607182252,0.7797383930238023,0.7297170226369585,0.7621142857142857,0.7597612909297794,0.7621142857142857,0.7598955219430762
3,0.5707337976203404,0.8110202153267503,0.8080083537438018,0.8110202153267503,0.8079720309289375,0.7634743052755083,0.7587333333333334,0.7555477335533486,0.7587333333333334,0.7560849989347678
