epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,0.7761952996501631,0.7474977015282669,0.7429483172998472,0.7474977015282669,0.7430069742049501,0.7277810976527986,0.7609904761904762,0.7569241622361013,0.7609904761904762,0.7576450861399622
2,0.6670953110472965,0.7806895721322165,0.7770200868707576,0.7806895721322165,0.7768143534636316,0.7299028763589405,0.7627285714285714,0.7595822510011198,0.7627285714285714,0.758575213960068
3,0.5802154014398928,0.8079640897592753,0.8049333421510786,0.8079640897592753,0.8047544036854988,0.7555474795568558,0.7595238095238095,0.7553463237200417,0.7595238095238095,0.755772675668595
