epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,0.817227066734921,0.736647690456827,0.731767657916888,0.736647690456827,0.7320468643965585,0.8193825499943325,0.7381714285714286,0.7349767709077517,0.7381714285714286,0.7325836254899654
2,0.7596713074028256,0.7543242391063665,0.7499533877390719,0.7543242391063665,0.750020261991297,0.8245117837633406,0.7367380952380952,0.7318162277076934,0.7367380952380952,0.7322864476868731
3,0.7426320040024993,0.7595068974560178,0.7552792628463292,0.7595068974560178,0.7553122794358214,0.8617403339658465,0.7238714285714286,0.7221464348710565,0.7238714285714286,0.721239896436718
