epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_top5_accuracy,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_top5_accuracy
1,1.6329309141517865,0.5941867043847242,0.5926366093749104,0.5941867043847242,0.591258958813229,0.8253748231966054,0.9691559503259438,0.7398679867986798,0.7544373172165386,0.7398679867986798,0.7377624713805034,0.9211881188118812
2,1.04789060642898,0.7146534653465346,0.7128557264254097,0.7146534653465347,0.7133651936305208,0.9162800565770863,0.8767354652275741,0.7607920792079208,0.7692399448955194,0.7607920792079208,0.7601959006636385,0.9324752475247525
3,0.9600384233695951,0.738005657708628,0.7363291097068414,0.7380056577086279,0.7368588618740713,0.925954738330976,0.8375208941308578,0.7702970297029703,0.7760914026378747,0.7702970297029704,0.7703025330003709,0.9375577557755775
4,0.9046095301912731,0.7495332390381896,0.7481054578452548,0.7495332390381895,0.7485319460236368,0.9324611032531824,0.8257915720845213,0.7757095709570957,0.7819893283265701,0.7757095709570957,0.7745492430210241,0.9379537953795379
5,0.8588427773493182,0.7593917963224894,0.7579747551376563,0.7593917963224893,0.7584202919515326,0.9378925035360679,0.807648128377329,0.7833003300330033,0.7877751944075752,0.7833003300330033,0.7822558383992938,0.9389438943894389
6,0.8280132146468425,0.7688401697312588,0.7675653745870086,0.7688401697312587,0.7679524653837645,0.9427157001414427,0.7925367494463527,0.7838943894389439,0.7884734265939118,0.7838943894389439,0.7840756792973423,0.9398019801980197
7,0.7934912238498726,0.7762093352192362,0.775430379622459,0.7762093352192362,0.7756298298533444,0.9458698727015559,0.7923087741518178,0.7842904290429042,0.7915520893842067,0.7842904290429042,0.7839982903150777,0.9414521452145215
8,0.7672036056707401,0.7800424328147101,0.7787909810814773,0.7800424328147102,0.779173156195295,0.9496463932107496,0.7827295252828315,0.7883168316831684,0.7919662825450448,0.7883168316831682,0.7879029804426914,0.9428382838283829
9,0.7459501308464094,0.784964639321075,0.7838871028956975,0.7849646393210752,0.7841908780653565,0.9528429985855729,0.7784077684556691,0.7895709570957096,0.7944898201883114,0.7895709570957096,0.7898751678208857,0.9424422442244225
10,0.7293154180707486,0.7898727015558699,0.7890544331918854,0.7898727015558697,0.7893035364836914,0.9547100424328148,0.7800672758530469,0.789042904290429,0.7944614693287905,0.789042904290429,0.789194128466208,0.9437623762376237
11,0.7075809131282391,0.7945968882602547,0.7934771372886769,0.7945968882602544,0.7938416175192187,0.956973125884017,0.7736652513699169,0.7944554455445545,0.7982623620093277,0.7944554455445544,0.7941300060599001,0.9431023102310231
12,0.6913370917946142,0.7997454031117397,0.7990089544666678,0.7997454031117398,0.7991881422724001,0.9581046676096181,0.7720447677983703,0.7917491749174917,0.795798288012212,0.7917491749174916,0.7917142249946647,0.9421122112211221
13,0.6670519074220131,0.8072277227722773,0.8062501549930671,0.8072277227722773,0.8066001139323503,0.9613154172560113,0.7822389581651971,0.7878547854785478,0.7916763292827378,0.7878547854785477,0.7872711499481366,0.9436303630363037
14,0.6534863012008991,0.8093917963224894,0.8086303262765653,0.8093917963224895,0.808833834199795,0.9632390381895333,0.776004937537039,0.7928052805280528,0.7978242824506895,0.792805280528053,0.7934937306281886,0.9439603960396039
15,0.6386098338927035,0.8116690240452616,0.8110519536578886,0.8116690240452615,0.8112182059446601,0.9649504950495049,0.7716736932241484,0.7937293729372937,0.7951323585684611,0.793729372937294,0.7928220686332457,0.9438943894389439
16,0.6249891857952512,0.8137765205091938,0.8130350272287108,0.8137765205091938,0.8132553648033721,0.9669024045261669,0.7792288330049798,0.793003300330033,0.7984042998110081,0.793003300330033,0.7938622269057873,0.9423102310231023
