epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_top5_accuracy,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_top5_accuracy
1,1.3661611785814483,0.6904667609618105,0.6925737236857887,0.6904667609618105,0.689708199420595,0.8782885431400282,0.7508356933625224,0.7968316831683169,0.8017199056884684,0.7968316831683168,0.7966227230321657,0.9479207920792079
2,0.7565021454259395,0.7926591230551626,0.792751157773058,0.7926591230551627,0.7924448755717304,0.9485431400282885,0.6941325225924502,0.8106270627062706,0.8156797386910487,0.8106270627062706,0.8107531727728811,0.952937293729373
3,0.6885721449838501,0.8101697312588402,0.8100524588654714,0.8101697312588401,0.8098830895050065,0.9553606789250354,0.6680722730624007,0.8172277227722772,0.8207314709622915,0.8172277227722773,0.817155661811881,0.9536633663366336
4,0.6439762748923294,0.8212729844413013,0.821551670161781,0.8212729844413013,0.8212121084414619,0.9600141442715701,0.6536735283423571,0.8226402640264027,0.8262505118667501,0.8226402640264027,0.82185164383083,0.954983498349835
5,0.6148257204565671,0.8267468175388968,0.8266639534922223,0.8267468175388969,0.8265289042344865,0.9634229137199434,0.6430245806911205,0.8257425742574257,0.8283644354547768,0.8257425742574257,0.8255756763046871,0.956963696369637
6,0.5830833821890209,0.8356718528995757,0.8357914577239524,0.8356718528995757,0.8355633307755496,0.9659264497878359,0.6326320574936694,0.8287788778877888,0.8318039707535869,0.8287788778877887,0.8289132700298544,0.9574917491749175
7,0.5647112272686129,0.8382178217821782,0.8381916555779272,0.8382178217821783,0.8380341970892716,0.9682743988684582,0.635812759910873,0.8269306930693069,0.8314767433879884,0.826930693069307,0.8268554291396863,0.9570957095709571
8,0.5459392290590844,0.8428147100424328,0.8428848332098834,0.8428147100424327,0.8427234816530166,0.9702970297029703,0.6247215420499493,0.832013201320132,0.8336679924881003,0.832013201320132,0.8317349340809566,0.9561716171617162
9,0.5219972408947546,0.848939179632249,0.8488281696700951,0.848939179632249,0.8487508223564003,0.9734653465346534,0.6225323825779527,0.8316831683168316,0.833760533612086,0.8316831683168316,0.831407260902282,0.9582838283828383
10,0.5102743959848413,0.8504667609618105,0.850278036444135,0.8504667609618104,0.8502485075281921,0.9752333804809052,0.6232980777878966,0.8325412541254126,0.8360799571906365,0.8325412541254126,0.8329404820226742,0.957953795379538
11,0.49162543719695007,0.8556718528995757,0.8557160637543317,0.8556718528995756,0.8555975569307986,0.9764497878359264,0.6220947470365972,0.8323432343234324,0.8341975532582174,0.832343234323432,0.8319807542891268,0.9576897689768977
12,0.4720933862993707,0.8602828854314003,0.8600538087023554,0.8602828854314001,0.8600547917864879,0.978076379066478,0.6270753232795413,0.8311551155115512,0.8338019037340597,0.8311551155115512,0.8305259122211541,0.9582838283828383
13,0.45942098323830116,0.8636350777934937,0.8636178968123842,0.8636350777934937,0.8635025488813799,0.9794625176803394,0.6289267470183546,0.8327392739273928,0.8352060396525554,0.8327392739273929,0.832637741924756,0.9577557755775578
14,0.4463804792902594,0.8656577086280056,0.8657044229043561,0.8656577086280057,0.8655786075730992,0.9815275813295615,0.6314400071515502,0.8331353135313532,0.8347355753268384,0.8331353135313531,0.8327211078488778,0.9562376237623762
15,0.4384239026259162,0.8671428571428571,0.8671784105228075,0.8671428571428572,0.8670595216141033,0.9817680339462518,0.6321166784692519,0.8332673267326732,0.8359959512593839,0.8332673267326732,0.8332840251059538,0.958019801980198
